cv_id,jd_id,cv_jd_similarity,cv_skill,jd_requirement,skill_requirement_similarity,ai_prediction,__index_level_0__,cv_final,jd_final
cv_4c64e6720de85e5a7766e8f95197d2c1.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.791527,"Able to work independently and in a team, careful and precise in work",Ability to work effectively both independently and as part of a team,0.8730632,1,9327,able work independently team careful precise work,ability work effectively independently part team
cv_775fe213072ca99bf34f7980ec11becf.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7895176,"Colleague connection skills: responsible for the content and MC for team building programs, gala dinners, year end party, organize games to enhance the spirit of solidarity among members in the department",Strong verbal and written communication skills in English.,0.58029413,0,5422,colleague connection skill responsible content mc team building program gala dinner year end party organize game enhance spirit solidarity among member department,strong verbal written communication skill english
cv_5359aeb198489589f812522ef3354431.txt,ed4ac9ef-2045-41b7-8a1e-eea0c4229acc,0.7711216,"Web: JavaScript , Html/Css , JSP, JSTL","Java Core, JSP Servlet, Struts, Spring MVC, Spring Boot, ...",0.58722115,1,10767,web javascript html cs jsp jstl,java core jsp servlet strut spring mvc spring boot
cv_114c5fd020b3f546170a163cfb8d9f64.txt,e1339707-4af0-4e0f-96de-7e7dc60b0a01,0.81383824,"Strong problem-solving, analytical, and critical thinking skills","English fluency, especially in writing and reading",0.5797228,0,35946,strong problem solving analytical critical thinking skill,english fluency especially writing reading
cv_0829dbcb4a8cfd7624bf34fb2ca49996.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.79349697,"Languages: Java (OOP, Exception, Collections), SQL, JavaScript (basic)",Good understanding of Object-Oriented Programming,0.5616336,1,4378,language java oop exception collection sql javascript basic,good understanding object oriented programming
cv_c1934a04b5309f2acd1842b82f1fe166.txt,c041c75d-2d50-469a-92e2-3dc888cb4103,0.7934613,"Front-end: HTML5, CSS, JavaScript, TypeScript, Tailwind, ReactJS",Backend: C#/.NET for building APIs.,0.60677636,0,15191,front end html5 cs javascript typescript tailwind react,backend csharp dotnet building apis
cv_4b501caf807dc66862172bab76f34882.txt,3873a72f-4168-458e-8b52-8e45cb6ab0c5,0.8036957,Matlab (1 years experience),"Experience with version control systems (e.g., Git).",0.57603353,0,18452,matlab year experience,experience version control system git
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,"Experienced in integrating RESTful APIs and handling asynchronous operations using fetch, axios, and async/await","Prior experience with popular ReactJS workflows (such as Redux thunk, Redux Saga, Redux Toolkit). All Reactjs hook as Usestate, useRef, useEffect, useMeMo, useCallback, useContext, useReducer, Memo application",0.6052804,0,19821,experienced integrating restful apis handling asynchronous operation using fetch axios async await,prior experience popular react workflow redux thunk redux saga redux toolkit react hook usestate useref useeffect usememo usecallback usecontext usereducer memo application
cv_2f50b82ab4c70715ddcfaf88445f17ef.txt,4a1e4855-506c-4e11-8f55-195b6fdfbf71,0.7689555,"Familiar with Machine Learning, Deep Learning, Neural Networks",Knowledge of the Accounting and Finance processes is a plus.,0.589719,0,39197,familiar machine learning deep learning neural network,knowledge accounting finance process plus
cv_fffc1a8660ae8133883769aac65fb3aa.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.7542029,"Programming: Node.js, React.js, VueJS, PHP, JavaScript, Dart","Familiarity with front-end technologies like React.js, Angular, or Vue.js is a plus.",0.6701884,1,28253,programming node javascript react javascript vue php javascript dart,familiarity front end technology like react javascript angular vue javascript plus
cv_11c2f8e8644f237237f7807d19f66444.txt,7bebdb63-9833-4555-afa5-200faa523075,0.8552346,"Eager to learn and adapt to new challenges, with a proactive attitude","Enthusiastic, responsible, willing to learn new things and ability to work under pressure, available to work at any time",0.78368825,1,21313,eager learn adapt new challenge proactive attitude,enthusiastic responsible willing learn new thing ability work pressure available work time
cv_dee9335acdb2f725fb08a71df3db85fb.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.76180965,"Libraries/Frameworks: TensorFlow, PyTorch, Scikit-learn Keras",Reseach and Learning:,0.56296444,1,25779,library framework tensorflow pytorch scikit learn kera,reseach learning
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,"Proficient in: Swift, SwiftUI, Java, Kotlin","Knowledge of mobile security, performance optimization, and UX/UI best practices.",0.56678796,0,15010,proficient swift swiftui java kotlin,knowledge mobile security performance optimization ux ui best practice
cv_f913d073140896700585bd08a29d41d3.txt,f943c0ce-8a09-4445-befa-c8856c9e1fe0,0.77095443,Automation: Basic experience with Ansible,Experience with GraphQL / gRPC,0.5642259,0,24435,automation basic experience ansible,experience graphql grpc
cv_a8e6ebf7a8c5032475f506c48c836a3f.txt,56691e4b-c542-4eb9-9ffc-e7e9af083b4f,0.75321597,"Familiar with ETL design patterns and experienced in optimizing SQL queries, indexing strategies, and data modeling for data systems","Strong problem-solving, teamwork, and communication skills (both verbal and written).",0.5597652,0,18419,familiar etl design pattern experienced optimizing sql query indexing strategy data modeling data system,strong problem solving teamwork communication skill verbal written
cv_aac412bb24901c3ca5e4e75c7f4a2699.txt,37acb2ea-41b4-4784-9c38-02bea90fd789,0.7785089,Experience in the UI/UX or understanding of user-centric mindset,"Design and improve user interface (UI) and user experience (UX) for the company's products, ensuring aesthetics, intuitiveness and ease of use.",0.6237966,1,24988,experience ui ux understanding user centric mindset,design improve user interface ui user experience ux company product ensuring aesthetic intuitiveness ease use
cv_e3e66ba92780268ab11e95893ecf7aa0.txt,3ee0b1d0-3e57-4c0b-a478-57caba14f951,0.7586315,"Professional skills: Programming, communication, reading, and writing skills in English (at a basic level)","Good communication skills in English, with the ability to confidently communicate and understand job requirements.",0.74681824,1,29595,professional skill programming communication reading writing skill english basic level,good communication skill english ability confidently communicate understand job requirement
cv_47a04be4473c5272a5de06607d50a3aa.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.8490193,"Experience working with DevOps tools such as Docker, Jenkins and Apache/Nginx for managing deployments","Familiarity with front-end frameworks, particularly ReactJS.",0.67023623,0,6615,experience working devops tool docker jenkins apache nginx managing deployment,familiarity front end framework particularly react
cv_093d934e0ebd1a46a81b8aee74251516.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.82360554,Knowledge and using Linux for project release,"Familiarity with front-end frameworks, particularly ReactJS.",0.58979577,0,42718,knowledge using linux project release,familiarity front end framework particularly react
cv_d6a735b1362ea640d8ff4db90a1cf2d8.txt,a1bc6761-c541-4c4b-bd5b-1fab737d8506,0.7732022,Understanding of ERP systems and ability to work with enterprise management software,"Familiarity with version control systems (e.g., Git).",0.5733105,0,43053,understanding erp system ability work enterprise management software,familiarity version control system git
cv_df5d256721ed7da7d23bb894e32c3b4e.txt,21264014-484f-49f9-978f-588c671c79af,0.8487126,"Extensive experience with Spring MVC, Spring Core, and Spring Boot Experience with JPA, Hibernate","Solid experience with design patterns, developing from system architecture and design documentation.",0.6445391,1,13249,extensive experience spring mvc spring core spring boot experience jpa hibernate,solid experience design pattern developing system architecture design documentation
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,Experience in project management and team leadership,"Strong understanding of app architecture, MVC/MVVM/MVP models, memory management, and performance optimization.",0.55797106,0,15028,experience project management team leadership,strong understanding app architecture mvc mvvm mvp model memory management performance optimization
