cv_id,jd_id,cv_jd_similarity,cv_skill,jd_requirement,skill_requirement_similarity,ai_prediction,__index_level_0__
cv_258264ff417c2ceb30a50c38d728d854.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.83153117,Knowledge about Microservice,"Familiarity with databases (e.g. MySQL, PostgreSQL, MongoDB...)",0.5628592,0,43296
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"I have skills in working with Firebase, a mobile and web application development platform from Google. I have worked with Firebase to build features such as user authentication, real-time data storage, and push notifications. I am capable of setting up and managing Firebase services such as Firebase Authentication, Firebase Realtime Database, and Firebase Cloud Messaging. I also have experience integrating Firebase into mobile and web applications to create better user experiences and enhance interactivity",Develop and maintain scalable and high-performance web applications using Node.js.,0.55026555,1,21041
cv_f349b43e021f68d617ca2631266c10e1.txt,31e715fb-f8a5-488e-8c08-0ea84fe95715,0.7572122,Message Brokers: RabbitMQ (asynchronous communication between services),"Công nghệ: Redux, NodeJS, Asynchronous, Non Blocking IO, BigData, Full-Text Search, Single Sign On, Database Partitioning, Multi Tenancy, Apache Kafka, Redis.",0.5565096,1,34050
cv_5912f29da1cf8dfb59b87398745759fa.txt,ed4ac9ef-2045-41b7-8a1e-eea0c4229acc,0.76892006,"HTML/CSS(SCSS),JavaScript,Bootstrap5,Sass,Tailwind,VueJs , ReactJS, NextJS","Java Core, JSP Servlet, Struts, Spring MVC, Spring Boot, ...",0.5553348,0,24065
cv_e28b967276237e1b85eb069344db6588.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7970686,"Data Skills: Data preprocessing, visualization, feature engineering","Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.",0.5802124,0,32551
cv_e12fa829e092d7f8c902c677b353d5bc.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.76288426,Experience with making a website using HTML/CSS and Javascript,Experience developing Web Applications using RESTful APIs,0.67479503,1,20123
cv_f8a2bc884b455fcb10c09766d3e5e421.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.85484445,"Proficient in using Git for version control, familiar with branching, merging, and pull requests",Experienced in auto-build and auto-deployment.,0.60625935,1,33543
cv_ac51c92e500f2ba517e80a1c750ca750.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.83748907,Experience with backend development using Express.js and RESTful API design.Knowledge of database systems like MongoDB and SQL,"Experience with front end unit test frameworks such as jest, mocha.",0.63085866,0,14869
cv_118c506fde236e0033b8fae91c96f851.txt,21264014-484f-49f9-978f-588c671c79af,0.798019,"Experience in using GIT for source code management, particularly",", experience building thread safe code.",0.58066404,0,17894
cv_118c506fde236e0033b8fae91c96f851.txt,21264014-484f-49f9-978f-588c671c79af,0.798019,Utilization of tools such as Maven to manage dependencies and build Spring applications,or similar source code versioning tools and coding standards.,0.5972564,1,17775
cv_c05d996b71a0a060f88ebc5ade384c75.txt,cc97c5f6-5052-4490-8afa-388ec5efe58f,0.76912606,"Soft Skills: English communication, teamwork, critical thinking, problem-solving, adaptability, proactive learning",Ability to work independently and collaboratively within a team;,0.58103955,1,21714
cv_ab8c9640bea82fd521769143460204f3.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.82533187,"Databases: MySQL, SQL Server, SQLite, MongoDB","with the ability to collect, organize, and analyze data",0.565639,1,25250
cv_164850bdf03d918ce61473cfbd73690b.txt,eeb7d740-51b1-4d8d-83f1-8875d1d46f98,0.8035242,"Project management software: Familiarity with tools like Jira, AzureDevOps, and Zendesk",Strong skills and knowledge in software project management.,0.5733321,1,6751
cv_cd9d77024787f753bf607150ec7ef78b.txt,8dcd6318-0bc0-4fdf-b2d6-f74ca60c6332,0.76758033,"Market understanding: The Sales industry possesses deep knowledge of the market, customers, and consumer trends. This can provide valuable information for the Data Analyst to understand and analyze data comprehensively","Strong proficiency in SQL and Python is required, and experience working with large datasets is a bonus.",0.5964775,0,675
cv_48c65dd985dbe457acbf27f2c2dd5041.txt,56691e4b-c542-4eb9-9ffc-e7e9af083b4f,0.7959688,"PROGRAMING: Experienced in Python with data manipulation, task automation, API requests and data crawling/scraping","Strong problem-solving, teamwork, and communication skills (both verbal and written).",0.56075317,0,32431
cv_aac412bb24901c3ca5e4e75c7f4a2699.txt,37acb2ea-41b4-4784-9c38-02bea90fd789,0.7785089,Experience in the UI/UX or understanding of user-centric mindset,"Experience in designing, developing, and deploying software.",0.5829311,0,24992
cv_03edd6037831fca3ed93de21123ee8bd.txt,613c4a04-6129-4f69-bd3c-79745921087e,0.84144855,"Proficiency in Deep Learning Frameworks like Tensorflow, PyTorch, etc and standard machine learning libraries (like scikit-learn, StatsModels)",Practical knowledge of ML frameworks such as,0.57090414,1,24163
cv_45b84ba9d530e4db464bb768d98cb1c5.txt,e1339707-4af0-4e0f-96de-7e7dc60b0a01,0.7656622,"Excel, Powerpoint, Word","Advance using Microsoft Visio, Prototyping, Wireframe & use case tools",0.60750234,0,44547
cv_a6e857c5f0fc5cc94f61b4cdc1c9fadd.txt,26a4da6f-580a-4062-b8ea-4de0b3e0bc9b,0.77302104,Independent Work Skills: Capable of self- learning and problem-solving independently,"Familiarity with Agile methodologies and frameworks, including Scrum.",0.5871391,0,45618
cv_08f1fb9d1eb37afe021c767eba42b9ab.txt,eeb7d740-51b1-4d8d-83f1-8875d1d46f98,0.845299,"Communication, negotiation, and team-work skills",Ability to work independently and handle high-pressure situations.,0.6271627,1,22276
cv_cc50bee9379df1f16255ca69e1b9f45f.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.8129656,Diligence and patience: Willingness to learn and work hard to achieve results,Good understanding of methodologies to research new technologies,0.5509999,1,42827
cv_633a6147b20c686d5e60ea2e6750d0a8.txt,c041c75d-2d50-469a-92e2-3dc888cb4103,0.7678796,"Programming Languages: Java, C JavaScript","Frontend: HTML, CSS, JavaScript",0.7029471,1,10732
cv_ccc4593768661d160a0d192f46b86670.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.77055144,Able to use a variety of technologies and languages,"Familiarity with one or multiple back-endframeworks (e.g. SpringEcosystem, Laravel, Nest.js...) is an advantage",0.6008713,1,32475
cv_6dbb8949776791c04c62bb72daa83f07.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.788608,"Good understanding software design, RestfulAPI, Tailwind CSS, Hook, Redux, Bloc",Experience developing Web Applications using RESTful APIs,0.5967369,1,24635
cv_f238b95b4ed955cceefba4086ef14f68.txt,506289c8-11c9-4471-acb6-8cc412153eba,0.76459837,Perseverance and ability to overcome challenges,"Ability to write clean, maintainable, and well-documented code",0.59806067,0,34299
cv_a5cfa6c64ffe15b6e09401be991bb15b.txt,12a69a80-a99e-4f37-a427-cc940020064e,0.7589804,I can ensure all my clients are happy and expectations are met,Fluent in both spoken and written English,0.55287516,0,4457
cv_361333ef562b776ce97fe87d5e4aece3.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7944276,"Analytical thinking, practical problem solving",Analytical thinking and problem-solving abilities.,0.82723105,1,52407
cv_7f05ccd94bdb1644413d335154729b36.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.7748709,Communication and customer issue resolution,Good at communication and teamwork skills,0.6334897,1,49546
cv_2125976a849bb04e4c9ec772fa6c064b.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.82792896,Possess a rational mind and analytical abilities. be quick to learn and capable of understanding intricate software systems,Solid understanding of mobile app development (iOS & Android) and their unique testing challenges.,0.57765293,1,8849
cv_39453f554c713d7893e3f6cab97bc7bd.txt,c041c75d-2d50-469a-92e2-3dc888cb4103,0.8319147,"Soft skills: Teamwork, Good presentation, withstand pressure",Nice to have:,0.55474406,0,18210
cv_5a766a586db120044ee2fa302dfcbfdd.txt,707d9503-11f7-4389-9f41-1b3e4705c308,0.8116774,Communicate ideas and information effectively,Good communication and teamwork skills.,0.6994772,1,45530
cv_093d934e0ebd1a46a81b8aee74251516.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.82360554,Knowledge and proficiency in using frameworks such as,Familiarity with REST APIs and how to build and consume them.,0.6403364,0,42748
cv_67ccc70d9899be3178c0dd2455a68746.txt,1fc732a1-7f7a-4bf9-a158-d1f9aa041f8d,0.8420857,"Ability to work in a fast-paced & dynamic environment with short deadlines, interruptions & multiple tasks/projects occurring at once",Strong proficiency with JavaScript,0.5589359,0,21847
cv_4d5b8081c96304f8f4c2934aafcbcafc.txt,c904b89a-905a-473f-bcf4-91e90feee01d,0.7905853,"Experienced in applying convolutional neural networks (CNNs) and transfer learning, YOLO for image classification and object detection, as well as using OpenCV and Ultralytics","Strong expertise in ML frameworks (PyTorch, TensorFlow) and Python",0.5837112,1,30314
cv_113b2207d509347d90bc0b42f8c2ceae.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.8315363,"Languages: Python, C/CR(basic)","Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.",0.55860007,1,8125
cv_4e175e0e45d190b89d8a1edf0e4f43b4.txt,707d9503-11f7-4389-9f41-1b3e4705c308,0.75926274,"Skilled in researching and working with technical documentation in English, and communicating effectively",Eagerness to learn and adapt to new technologies.,0.6398339,0,38258
cv_130bb815f51ee19429d54320e3e97ab7.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.7841314,"Programming Languages: HTML/CSS, JavaScript, TypeScript, C C",Basic level of HTML / CSS coding web skills,0.6346066,1,27990
cv_0708c0c0d0b8fe33986c88df66202936.txt,c904b89a-905a-473f-bcf4-91e90feee01d,0.75824237,"Strong understanding of machine learning concepts and experience with frameworks like TensorFlow, PyTorch, scikit-learn, and libraries for NLP, such as Transformers from Hugging Face","Experience with LLM development, RAG architectures, and healthcare data",0.5799341,1,36172
cv_ee5f3c06a66c591cb7d0f5d1c05f5c8a.txt,c041c75d-2d50-469a-92e2-3dc888cb4103,0.7818194,"Backend Framework: .NET Framework, Winforms, ASP.NET Core MVC, ASP.NET Core Web API, ASP.NET MVC 4","Frontend: HTML, CSS, JavaScript",0.613166,0,7752
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"Solid understanding and practical experience with ReactJS library. Proficient in building reusable components, managing state with Redux, and handling routing with React Router. Familiar with React Hooks for functional components",Work with DevOps and cloud teams to deploy and manage applications efficiently.,0.55751455,0,21115
cv_47cf95e01144075cf66e3e3c4c0885e1.txt,7606a1e0-9eb1-446d-8489-4dd6aa084e13,0.8354887,Capable of effectively applying AI technologies to enhance productivity and creativity in project work,Knowledge of web performance optimization techniques,0.5565343,0,18287
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,"Experienced with React Hooks such as useState, useEffect, useMemo and useCallback",At least 3 years experience in front-end development ReactJS,0.5518149,1,19758
cv_ef3941ba89643ff64d3f7ccb20d17e91.txt,49d4a78c-7c45-4d4a-a45b-304a23f6c791,0.8143861,"A versatile generalist knowledgable in UI design, Game design, Graphic Design, coding and 3D modeling","Open-minded toward AI and creative tools, able to integrate into design processes.",0.67073846,1,20775
cv_c64d7a255394aabf68e8c87af9a0b1d0.txt,3d4a3bc9-3c09-425e-be96-007908a9b6de,0.8169359,"Java (Java Core, Spring Boot), C/C C# (.NET, WPF), SQL","Developed based on Spring, Spring Boot F/W, Spring MVC...",0.6436728,1,13004
cv_4c64e6720de85e5a7766e8f95197d2c1.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.791527,"Able to work independently and in a team, careful and precise in work",Ability to work effectively both independently and as part of a team,0.8730632,1,9327
cv_775fe213072ca99bf34f7980ec11becf.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7895176,"Colleague connection skills: responsible for the content and MC for team building programs, gala dinners, year end party, organize games to enhance the spirit of solidarity among members in the department",Strong verbal and written communication skills in English.,0.58029413,0,5422
cv_5359aeb198489589f812522ef3354431.txt,ed4ac9ef-2045-41b7-8a1e-eea0c4229acc,0.7711216,"Web: JavaScript , Html/Css , JSP, JSTL","Java Core, JSP Servlet, Struts, Spring MVC, Spring Boot, ...",0.58722115,1,10767
cv_114c5fd020b3f546170a163cfb8d9f64.txt,e1339707-4af0-4e0f-96de-7e7dc60b0a01,0.81383824,"Strong problem-solving, analytical, and critical thinking skills","English fluency, especially in writing and reading",0.5797228,0,35946
cv_0829dbcb4a8cfd7624bf34fb2ca49996.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.79349697,"Languages: Java (OOP, Exception, Collections), SQL, JavaScript (basic)",Good understanding of Object-Oriented Programming,0.5616336,1,4378
cv_c1934a04b5309f2acd1842b82f1fe166.txt,c041c75d-2d50-469a-92e2-3dc888cb4103,0.7934613,"Front-end: HTML5, CSS, JavaScript, TypeScript, Tailwind, ReactJS",Backend: C#/.NET for building APIs.,0.60677636,0,15191
cv_4b501caf807dc66862172bab76f34882.txt,3873a72f-4168-458e-8b52-8e45cb6ab0c5,0.8036957,Matlab (1 years experience),"Experience with version control systems (e.g., Git).",0.57603353,0,18452
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,"Experienced in integrating RESTful APIs and handling asynchronous operations using fetch, axios, and async/await","Prior experience with popular ReactJS workflows (such as Redux thunk, Redux Saga, Redux Toolkit). All Reactjs hook as Usestate, useRef, useEffect, useMeMo, useCallback, useContext, useReducer, Memo application",0.6052804,0,19821
cv_2f50b82ab4c70715ddcfaf88445f17ef.txt,4a1e4855-506c-4e11-8f55-195b6fdfbf71,0.7689555,"Familiar with Machine Learning, Deep Learning, Neural Networks",Knowledge of the Accounting and Finance processes is a plus.,0.589719,0,39197
cv_fffc1a8660ae8133883769aac65fb3aa.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.7542029,"Programming: Node.js, React.js, VueJS, PHP, JavaScript, Dart","Familiarity with front-end technologies like React.js, Angular, or Vue.js is a plus.",0.6701884,1,28253
cv_11c2f8e8644f237237f7807d19f66444.txt,7bebdb63-9833-4555-afa5-200faa523075,0.8552346,"Eager to learn and adapt to new challenges, with a proactive attitude","Enthusiastic, responsible, willing to learn new things and ability to work under pressure, available to work at any time",0.78368825,1,21313
cv_dee9335acdb2f725fb08a71df3db85fb.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.76180965,"Libraries/Frameworks: TensorFlow, PyTorch, Scikit-learn Keras",Reseach and Learning:,0.56296444,1,25779
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,"Proficient in: Swift, SwiftUI, Java, Kotlin","Knowledge of mobile security, performance optimization, and UX/UI best practices.",0.56678796,0,15010
cv_f913d073140896700585bd08a29d41d3.txt,f943c0ce-8a09-4445-befa-c8856c9e1fe0,0.77095443,Automation: Basic experience with Ansible,Experience with GraphQL / gRPC,0.5642259,0,24435
cv_a8e6ebf7a8c5032475f506c48c836a3f.txt,56691e4b-c542-4eb9-9ffc-e7e9af083b4f,0.75321597,"Familiar with ETL design patterns and experienced in optimizing SQL queries, indexing strategies, and data modeling for data systems","Strong problem-solving, teamwork, and communication skills (both verbal and written).",0.5597652,0,18419
cv_aac412bb24901c3ca5e4e75c7f4a2699.txt,37acb2ea-41b4-4784-9c38-02bea90fd789,0.7785089,Experience in the UI/UX or understanding of user-centric mindset,"Design and improve user interface (UI) and user experience (UX) for the company's products, ensuring aesthetics, intuitiveness and ease of use.",0.6237966,1,24988
cv_e3e66ba92780268ab11e95893ecf7aa0.txt,3ee0b1d0-3e57-4c0b-a478-57caba14f951,0.7586315,"Professional skills: Programming, communication, reading, and writing skills in English (at a basic level)","Good communication skills in English, with the ability to confidently communicate and understand job requirements.",0.74681824,1,29595
cv_47a04be4473c5272a5de06607d50a3aa.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.8490193,"Experience working with DevOps tools such as Docker, Jenkins and Apache/Nginx for managing deployments","Familiarity with front-end frameworks, particularly ReactJS.",0.67023623,0,6615
cv_093d934e0ebd1a46a81b8aee74251516.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.82360554,Knowledge and using Linux for project release,"Familiarity with front-end frameworks, particularly ReactJS.",0.58979577,0,42718
cv_d6a735b1362ea640d8ff4db90a1cf2d8.txt,a1bc6761-c541-4c4b-bd5b-1fab737d8506,0.7732022,Understanding of ERP systems and ability to work with enterprise management software,"Familiarity with version control systems (e.g., Git).",0.5733105,0,43053
cv_df5d256721ed7da7d23bb894e32c3b4e.txt,21264014-484f-49f9-978f-588c671c79af,0.8487126,"Extensive experience with Spring MVC, Spring Core, and Spring Boot Experience with JPA, Hibernate","Solid experience with design patterns, developing from system architecture and design documentation.",0.6445391,1,13249
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,Experience in project management and team leadership,"Strong understanding of app architecture, MVC/MVVM/MVP models, memory management, and performance optimization.",0.55797106,0,15028
cv_d8d34773594814f3cb3f1e458eb3b769.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.814296,Familiar with working on an Agile Development team using Git and CI/CD pipeline tool,Familiarity with cloud platforms such as AWS,0.5882093,0,47183
cv_2ce670baf320dfc78c2ac33bd3d711b5.txt,f7917bee-332a-49b7-a418-e07bc4325d99,0.8027222,"900 TOEIC Listening & Reading, 260 TOEIC Speaking & Writing",English speaking on average (TOEIC 450 or higher),0.69098616,1,50912
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"Error handling, logging, and error management in applications",Strong understanding of asynchronous programming and event-driven architecture.,0.5588875,0,20995
cv_4e3ad49f1bad8704ba21b877576b0de3.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.8129609,"Familiar with HTML, CSS, and basic web concepts",Basic level of HTML / CSS coding web skills,0.7806165,1,34997
cv_b3b474089468dff10f0b62dc0d09b41b.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7567901,"Data Science & AI: Deep Learning (PyTorch, Keras), Time Series Forecasting, Computer Vision, Speech Processing","Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.",0.66974604,1,13668
cv_9aed979683447781cac70e985fc33435.txt,95331dc6-82a1-4ed6-9644-0ee9903fe8cf,0.7593255,"Fluent in English communication, can use English to research",Experience with security standards.,0.5589123,0,48036
cv_23708658866ac56f08de7ebca28d0dd8.txt,85d22047-51c9-4fc5-b268-acbc77fefef5,0.7764937,Developed comprehensive game prototypes to visualize and test gameplay flow and interface design,Experience of game reward systems.,0.632302,1,3703
cv_4753b2dcbff32dbd952e5720536ff1bc.txt,a8789cbc-67e9-4b8c-8ce4-c4720353d026,0.7558653,"Experienced in genres such as RPG, horror, FPS, with work in both 2D and 3D","Experience developing games in specific genres like RPG, Card, platformer, etc.",0.7708149,1,5765
cv_db2d69c84fc86dd0610fb420ed2a9f66.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7867359,English: Proficient in communicating and reading documents,Strong verbal and written communication skills in English.,0.7909262,1,35546
cv_21ac66a4a7046e8f885a7fa85392916f.txt,58507ae8-f736-4a4d-b5b2-85e535fb0dd3,0.81219155,"Capable of analyzing requirements from PO/PM and breaking them down into smaller, manageable tasks for team members","Good logical thinking, capable of system design.",0.6159488,1,13940
cv_616f95c238986c46250a55ae4208c193.txt,d5f3ff70-3dfa-4502-9ebe-b24653d6a8c2,0.7932697,"IT Skills: DBMS (MySQL, PostgreSQL, Oracle, MongoDB), Linux and Windows system administration, Java (Spring Boot), Oracle Middleware, application integration, big data (data warehouse, data lake). Microsoft Excel,Word, Power point","Bachelor s degree in Economics, Mathematics, Statistics, or Business Management (or equivalent experience)",0.58490086,0,24027
cv_c11660134d35f7d96e4dadc8be6b9f27.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8130004,"Testing: Manual Testing, Test Case Design, Test Plan Development",Solid understanding of mobile app development (iOS & Android) and their unique testing challenges.,0.5507771,1,27781
cv_11f72bb2cc858a7964f75a22663df117.txt,85d22047-51c9-4fc5-b268-acbc77fefef5,0.77341413,"Able to define a clear framework of designing core-gameplay, mechanics,etc",Basic programming knowledge to understand easily the scripts.,0.5878738,0,33127
cv_1212912eef6f75f1f969c4a08d870cc7.txt,54d0594a-d3a8-4679-a6f3-bf7d842fad2d,0.8014939,"Capable of writing clear and accurate test cases, test reports, and bug reports","Strong coding skills in Python, JavaScript, C#, Java.",0.6199045,0,26392
cv_3cf3b0492e04e5467c919e6dd14b634d.txt,c80864e9-f980-4148-afc0-06dbc86eaa7e,0.7799519,"App stability: Google Android Vitals to investigate and fix ANRs, crashes. LeakCanary to investigate leaks","Có kinh nghiệm với Android patterns as MVP, MVVM, Clean architecture, Android Architecture",0.55979586,1,49123
cv_a5cfa6c64ffe15b6e09401be991bb15b.txt,12a69a80-a99e-4f37-a427-cc940020064e,0.7589804,I can ensure all my clients are happy and expectations are met,Good knowledge in the Internet and IT industry is an advantage,0.56294423,0,4460
cv_46ffa8bfffd34ab48c472554ffa62a4f.txt,f1cc23ac-6190-42d2-8973-fbb5ea7e7482,0.7628304,"Excellent research abilities with a focus on analyzing market trends, business processes, and data to provide insights and recommendations for improvement",Have knowledge in the fields of,0.5918365,1,45572
cv_ae5b5cb31c862602e4d305d4cfbe0bd6.txt,b5b6945e-88d8-4530-9fe6-51a748170ca2,0.8134132,"Experienced with Clean Architecture, MVVM, and TDD (Test Driven Development)",Experience with Redux or other state management libraries.,0.55978996,0,3332
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,Effective communication and ability to clearly convey ideas and work content,"Strong understanding of app architecture, MVC/MVVM/MVP models, memory management, and performance optimization.",0.57544225,0,15060
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,Proficient in writing clean and semantic HTML markup and CSS stylesheets. Experienced in implementing responsive designs and cross-browser compatibility,Experience with RESTful APIs and GraphQL.,0.597275,0,21072
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"I have skills in working with popular database management systems such as MySQL, SQL Server, Oracle, and MongoDB. I am proficient in designing databases, writing complex queries, and optimizing performance. I also have experience working with the basic features of each database management system","Familiarity with front-end technologies like React.js, Angular, or Vue.js is a plus.",0.578145,0,21037
cv_c11660134d35f7d96e4dadc8be6b9f27.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8130004,Passionate and committed to developing a career in the software testing field,Ability to work independently and collaboratively in a fast-paced environment.,0.56438184,0,27839
cv_113b2207d509347d90bc0b42f8c2ceae.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.8315363,"Research skill: Strong ability to read, analyze, and synthesize technical papers in computer vision and machine learning",Willingness to research and stay updated on advancements in Computer Vision and related fields.,0.6789184,1,8140
cv_d8d34773594814f3cb3f1e458eb3b769.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.814296,Willing and quick to learn new things,"Familiarity with front-end frameworks, particularly ReactJS.",0.5726635,0,47209
